Tenure,Complain,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
9.0,0,0.0,121.09,2,2,0,3,1
13.0,1,0.0,147.28,0,6,1,2,2
8.0,0,8.0,154.29,1,4,0,4,1
7.0,0,7.0,153.37,1,4,1,2,2
1.0,0,7.0,176.55,1,3,0,0,1
1.0,0,10.0,201.39,1,5,0,0,0
16.0,0,7.0,174.07,1,4,1,2,1
22.0,0,3.0,206.2,1,5,1,2,0
7.0,0,6.0,161.25,1,3,0,2,2
6.0,0,2.0,125.0,2,4,1,3,2
18.0,0,9.0,157.7,1,6,0,2,1
0.0,0,1.0,149.5,2,4,1,2,2
17.0,0,3.0,173.76,1,1,1,4,1
24.0,1,10.0,269.11,0,3,1,1,2
6.0,0,2.0,199.98,0,4,1,2,1
0.0,0,7.0,153.46,0,4,1,2,1
12.0,0,2.0,183.76,1,4,0,0,2
18.0,1,7.0,208.51,1,3,1,0,1
10.0,0,6.0,242.13,0,4,0,0,1
0.0,0,1.0,139.04,2,3,1,4,2
7.0,0,8.0,155.55,0,1,1,2,1
0.0,1,2.0,128.75,2,4,1,3,2
17.0,0,2.0,233.2,0,4,0,0,0
17.0,1,10.0,285.64,1,5,0,1,1
22.0,0,8.0,189.39,1,4,0,2,1
10.0,0,5.0,146.43,2,6,1,4,0
9.0,1,2.0,126.44,2,4,1,3,2
5.0,0,3.0,144.03,2,4,1,2,1
15.0,0,7.0,233.48000000000002,1,3,1,0,1
8.0,0,4.0,128.59,2,0,1,3,2
1.0,0,5.0,167.0,1,3,0,4,2
9.0,1,0.0,134.19,2,4,0,3,1
1.0,0,4.0,150.17,1,4,1,4,1
14.0,0,3.0,148.45,2,3,1,4,1
13.0,0,10.0,156.77,1,5,0,2,1
8.0,0,3.0,220.47,0,4,1,2,1
5.0,0,3.0,147.18,2,4,1,4,1
4.0,0,2.0,127.91,0,4,1,3,1
30.0,0,10.0,188.06,0,4,1,2,1
19.0,0,2.0,301.5,1,4,0,1,0
9.0,0,4.0,173.59,1,3,0,2,2
13.0,0,16.0,268.23,1,4,1,1,1
31.0,0,10.0,201.37,1,4,0,0,2
12.0,1,8.0,146.33,0,3,0,2,1
1.0,1,3.0,220.82,1,2,1,0,2
2.0,1,0.0,166.23,1,4,1,2,1
1.0,1,3.0,159.64,1,3,1,4,1
19.0,1,3.0,218.8,1,2,1,0,1
0.0,0,7.0,197.14,1,4,1,2,1
3.0,0,1.0,191.44,1,3,1,2,1
6.0,0,1.0,146.82,0,5,1,2,2
8.0,0,4.0,150.53,0,4,0,4,2
5.0,0,2.0,124.38999999999999,2,1,1,3,2
11.0,0,4.0,189.47,1,4,0,2,0
1.0,1,2.0,138.67,0,4,1,4,1
27.0,0,7.0,274.26,1,3,0,1,1
10.0,1,7.0,159.74,1,3,1,2,1
28.0,0,2.0,135.37,2,1,1,3,1
24.0,0,3.0,161.9,1,3,1,4,0
14.0,1,0.0,147.66,2,4,1,4,1
19.0,0,1.0,305.61,0,3,0,5,2
11.0,0,1.0,155.22,1,4,1,4,1
0.0,0,1.0,149.5,2,4,1,2,2
15.0,0,9.0,290.95,1,4,0,1,1
17.0,0,3.0,159.33,1,3,1,2,2
1.0,0,3.0,159.47,1,1,1,4,2
9.0,0,3.0,169.25,0,3,0,2,2
24.0,1,10.0,298.47,0,4,1,5,1
20.0,0,3.0,210.78,1,4,1,0,1
5.0,0,0.0,146.48,0,5,1,2,2
13.0,1,0.0,147.28,0,6,1,2,2
9.0,0,8.0,188.58,1,3,0,0,2
25.0,1,1.0,179.41,1,5,1,2,2
0.0,1,3.0,228.07999999999998,1,2,1,0,1
26.0,1,13.0,315.68,0,4,1,5,2
22.0,0,9.0,234.99,1,4,1,0,2
11.0,0,8.0,165.71,1,6,1,2,1
1.0,0,7.0,152.53,1,4,1,2,2
10.0,0,3.0,174.28,1,4,1,0,2
20.0,0,0.0,129.76,0,0,1,2,2
12.0,0,3.0,294.31,0,4,1,5,2
25.0,0,1.0,152.23,1,4,1,4,1
11.0,0,2.0,160.77,0,6,1,2,1
27.0,0,2.0,294.06,1,3,1,5,1
1.0,0,3.0,145.24,0,3,1,4,1
9.0,0,14.0,205.95,1,2,1,0,2
1.0,0,5.0,151.47,1,6,1,4,2
14.0,1,1.0,169.22,0,3,0,2,0
22.0,0,9.0,234.99,1,4,1,0,2
31.0,1,6.0,322.01,1,3,0,5,0
16.0,0,1.0,208.2,0,4,0,0,0
10.0,1,1.0,194.62,1,6,0,2,1
30.0,0,10.0,188.06,0,4,1,2,1
2.0,0,1.0,140.63,2,4,1,4,1
25.0,0,4.0,265.55,1,4,0,1,0
18.0,0,12.0,155.93,0,4,0,2,0
16.0,0,8.0,135.39,2,4,1,3,2
19.0,0,2.0,191.32,1,1,1,2,2
7.0,1,3.0,123.41999999999999,0,0,1,3,1
4.0,1,5.0,165.82,1,4,1,2,2
7.0,1,3.0,152.99,1,6,1,4,2
18.0,1,3.0,150.06,1,4,0,2,1
0.0,1,4.0,149.07,2,6,0,2,1
15.0,1,0.0,123.72,2,0,0,2,0
5.0,1,3.0,156.4,1,5,0,4,2
17.0,0,1.0,177.57,0,4,0,2,1
0.0,0,7.0,125.44,0,6,1,3,1
16.0,0,6.0,176.55,1,5,1,2,2
11.0,0,7.0,162.61,1,1,1,2,0
3.0,0,3.0,211.2,1,4,1,2,1
11.0,1,3.0,154.05,1,5,0,2,1
13.0,1,3.0,179.45,1,4,0,0,2
16.0,1,9.0,199.06,1,3,1,0,0
14.0,0,2.0,164.3,0,6,1,2,1
15.0,1,8.0,125.93,2,0,0,3,1
18.0,0,1.0,276.5,1,4,0,1,1
12.0,0,7.0,199.91,1,3,1,0,1
1.0,1,1.0,154.26,0,4,0,4,2
7.0,0,7.0,156.43,1,4,1,4,1
0.0,0,0.0,134.85,2,4,1,3,2
8.0,0,4.0,202.74,1,4,1,0,1
31.0,0,3.0,227.66,0,5,0,0,1
30.0,1,2.0,156.6,0,4,1,2,1
9.0,0,3.0,121.32,2,2,1,3,1
7.0,0,9.0,184.68,0,4,1,2,1
21.0,0,7.0,164.39,1,4,0,2,1
10.0,1,3.0,127.82,2,4,0,3,1
8.0,0,0.0,146.01,2,3,0,2,0
6.0,0,3.0,216.91000000000003,1,3,1,0,0
10.0,0,7.0,140.71,2,6,1,2,1
9.0,1,4.0,121.47999999999999,2,0,0,3,1
26.0,0,9.0,295.99,1,4,1,1,0
23.0,1,3.0,311.65,0,4,0,5,2
3.0,0,10.0,204.88,1,6,1,0,2
5.0,0,2.0,123.13999999999999,0,4,1,3,1
0.0,0,0.0,145.77,2,4,0,2,2
4.0,1,5.0,158.55,1,3,0,2,0
1.0,0,1.0,151.94,0,4,1,4,1
2.0,0,3.0,145.8,2,1,1,4,2
9.0,0,3.0,161.81,1,6,1,2,2
7.0,1,7.0,140.01,0,4,1,2,1
24.0,0,2.0,154.82,1,3,1,2,1
7.0,0,3.0,188.92,1,4,1,2,1
20.0,0,3.0,321.27,1,3,1,5,1
0.0,1,1.0,129.94,2,4,0,3,2
9.0,1,5.0,174.3,0,3,1,4,2
11.0,0,3.0,161.29,1,3,0,4,2
22.0,0,0.0,287.11,1,3,1,5,1
12.0,0,12.0,257.06,1,3,0,0,1
10.0,1,0.0,196.02,1,5,1,2,1
2.0,0,8.0,127.19999999999999,0,4,1,3,1
11.0,0,5.0,152.49,0,4,1,2,0
26.0,1,10.0,180.77,1,1,1,2,1
0.0,0,2.0,126.25,0,4,0,3,2
4.0,1,1.0,176.26,1,4,1,2,1
31.0,0,11.0,320.66,1,4,0,5,1
16.0,1,1.0,148.72,2,3,0,2,0
30.0,0,2.0,154.05,1,5,1,2,2
9.0,1,2.0,123.02000000000001,0,4,0,3,2
5.0,0,1.0,150.01,1,3,1,4,2
0.0,0,7.0,144.2,2,3,1,4,1
3.0,0,3.0,167.62,1,1,1,2,1
5.0,0,3.0,224.36,0,3,1,2,2
23.0,0,3.0,191.51,1,1,1,2,1
1.0,0,1.0,147.96,2,1,1,4,1
0.0,0,2.0,147.07,0,6,1,2,1
2.0,0,5.0,167.21,0,3,1,2,1
14.0,0,2.0,234.32,0,6,1,0,1
8.0,1,0.0,176.32,1,4,1,0,1
6.0,1,0.0,129.09,0,4,0,3,1
12.0,0,5.0,162.02,1,6,0,4,1
13.0,0,11.0,235.02999999999997,0,4,1,1,1
5.0,0,5.0,158.78,1,4,0,2,1
0.0,0,0.0,157.65,0,1,0,2,2
15.0,1,0.0,150.87,1,5,1,2,1
5.0,0,0.0,146.48,0,5,1,2,2
0.0,0,0.0,127.85,0,4,0,3,2
19.0,0,1.0,278.61,1,4,1,1,1
14.0,0,4.0,190.13,1,4,0,2,1
16.0,0,17.0,202.31,1,5,0,0,2
17.0,0,10.0,268.36,1,4,1,1,1
0.0,0,2.0,126.1,0,0,1,3,2
10.0,0,1.0,191.53,0,3,0,2,2
26.0,1,3.0,209.33999999999997,1,5,0,0,0
0.0,0,4.0,144.01,2,3,1,4,1
2.0,0,8.0,190.49,1,4,1,2,1
10.0,0,4.0,163.47,1,3,1,2,1
1.0,0,0.0,128.56,2,0,0,3,1
9.0,0,1.0,122.88,2,4,0,3,2
3.0,0,1.0,145.86,2,1,1,2,1
0.0,0,2.0,135.17,2,3,0,3,1
16.0,0,4.0,154.36,0,1,1,4,1
1.0,0,1.0,144.04,0,3,1,4,2
7.0,1,9.0,208.8,1,5,1,0,1
19.0,1,11.0,259.96,1,3,1,1,1
11.0,0,1.0,154.73,0,3,0,4,1
11.0,0,5.0,140.28,2,5,0,2,2
9.0,0,7.0,173.14,1,4,0,0,1
1.0,0,3.0,147.44,2,3,0,4,1
0.0,0,2.0,124.22,0,0,0,3,2
17.0,1,9.0,203.47,1,3,1,2,1
15.0,0,5.0,151.55,1,5,1,2,2
9.0,0,0.0,122.59,2,0,1,3,0
5.0,0,7.0,150.55,1,3,0,2,2
12.0,0,4.0,152.04,1,4,0,2,0
20.0,0,9.0,148.39,2,1,1,4,1
4.0,0,8.0,178.04,1,5,1,2,1
18.0,1,3.0,156.95,1,4,0,4,1
23.0,0,1.0,170.0,1,6,1,0,2
3.0,1,9.0,166.93,1,4,0,2,2
14.0,0,10.0,162.3,0,4,1,2,2
7.0,0,3.0,150.0,1,4,1,4,2
5.0,0,3.0,208.46,1,2,1,2,1
1.0,0,7.0,152.53,1,4,1,2,2
1.0,1,1.0,147.93,2,3,1,4,0
7.0,0,3.0,168.02,0,4,0,2,0
10.0,0,8.0,0.0,0,5,1,4,1
21.0,0,6.0,123.66999999999999,2,6,0,3,1
3.0,0,2.0,129.83,2,5,1,3,2
1.0,0,8.0,166.05,1,5,1,2,2
18.0,1,2.0,150.59,1,4,1,4,1
13.0,1,3.0,179.45,1,4,0,0,2
1.0,0,1.0,182.65,0,1,0,2,2
11.0,1,2.0,177.56,1,3,0,0,1
24.0,0,0.0,237.33999999999997,1,3,0,1,2
0.0,1,2.0,137.3,2,4,1,4,2
17.0,1,9.0,165.81,1,3,0,2,2
3.0,0,3.0,211.2,1,4,1,2,1
15.0,1,2.0,125.15,0,0,1,3,2
1.0,1,3.0,223.54,1,5,0,2,2
29.0,0,8.0,293.35,1,4,0,1,2
27.0,0,7.0,168.54,1,3,0,2,1
14.0,1,4.0,192.96,0,1,1,2,0
12.0,0,5.0,162.02,1,6,0,4,1
1.0,0,8.0,166.05,1,5,1,2,2
3.0,0,4.0,126.32,2,4,0,3,2
19.0,0,1.0,289.47,1,5,0,5,2
15.0,0,2.0,145.56,0,4,0,2,1
8.0,0,8.0,178.37,1,4,1,2,2
9.0,0,1.0,167.86,0,4,0,2,1
1.0,1,3.0,164.89,1,3,1,4,2
12.0,1,3.0,212.4,1,5,1,0,1
31.0,0,1.0,266.18,1,5,1,1,1
11.0,1,4.0,154.96,1,4,1,4,1
9.0,0,9.0,175.87,0,4,1,0,2
2.0,1,7.0,182.68,1,5,0,2,1
0.0,1,2.0,128.0,2,0,0,3,1
30.0,0,2.0,167.55,1,3,1,2,0
7.0,0,2.0,144.04,2,3,1,2,1
9.0,0,7.0,189.26,1,3,0,2,1
1.0,1,4.0,169.87,1,4,0,2,2
1.0,0,1.0,173.34,1,6,1,2,1
22.0,0,1.0,147.59,2,3,1,4,0
3.0,0,2.0,147.79,2,5,0,2,1
1.0,0,1.0,154.56,1,6,1,4,1
9.0,0,3.0,227.21,1,6,1,0,2
19.0,0,3.0,222.56,1,4,0,0,1
6.0,1,15.0,262.58,0,4,1,1,2
6.0,0,3.0,229.22,1,5,0,0,1
0.0,0,2.0,139.07,2,3,1,4,1
1.0,0,9.0,167.13,1,3,1,2,2
6.0,0,4.0,169.49,1,4,0,2,2
9.0,0,13.0,120.28,2,0,1,3,1
11.0,0,12.0,189.74,1,4,0,2,0
11.0,0,0.0,133.06,2,0,0,3,1
8.0,0,2.0,149.68,0,5,1,2,1
1.0,1,3.0,145.73,2,6,1,4,1
23.0,0,4.0,316.61,0,4,1,5,1
28.0,0,1.0,231.86,1,4,0,0,0
13.0,0,9.0,234.38,0,2,0,0,2
0.0,1,2.0,146.14,0,5,0,2,1
1.0,0,2.0,135.91,2,3,0,4,1
14.0,0,14.0,259.99,0,3,0,0,2
11.0,1,5.0,167.84,1,3,1,2,1
6.0,0,8.0,152.18,0,1,1,4,2
11.0,1,8.0,160.64,1,4,1,4,1
9.0,1,3.0,165.14,1,3,0,4,1
12.0,1,8.0,151.55,0,3,0,4,1
14.0,0,3.0,148.45,2,3,1,4,1
24.0,1,10.0,240.26,1,4,1,1,1
22.0,0,3.0,279.02,1,4,0,1,0
5.0,0,2.0,140.87,0,1,1,2,1
1.0,0,2.0,146.45,0,3,1,4,1
9.0,0,0.0,120.93,0,6,1,3,0
18.0,1,2.0,207.61,1,5,1,0,1
2.0,1,8.0,141.93,2,4,0,2,2
19.0,1,7.0,146.15,2,4,0,2,1
8.0,1,1.0,203.88,1,3,0,0,1
1.0,0,3.0,152.6,1,5,0,4,2
13.0,0,3.0,147.32,2,3,0,4,1
1.0,0,8.0,193.11,1,3,0,2,2
0.0,0,0.0,110.91,0,2,1,4,2
9.0,0,1.0,171.01,1,3,0,2,0
7.0,1,2.0,129.32,2,0,1,3,1
27.0,1,6.0,148.06,2,5,1,2,0
9.0,0,1.0,190.4,1,4,1,2,2
8.0,0,5.0,187.74,1,6,1,2,2
16.0,0,9.0,175.1,1,4,1,0,1
14.0,0,10.0,319.36,1,3,1,5,1
15.0,1,10.0,278.61,0,4,1,1,0
1.0,1,3.0,172.87,1,3,1,4,1
10.0,1,3.0,127.82,2,4,0,3,1
14.0,0,8.0,158.19,1,1,1,2,1
20.0,1,2.0,132.94,2,4,0,3,2
4.0,0,8.0,295.45,1,2,0,5,1
8.0,0,1.0,129.77,2,4,0,3,1
1.0,1,9.0,181.17,0,5,1,2,1
6.0,0,9.0,154.87,1,5,1,2,2
6.0,0,3.0,143.73,0,3,1,2,0
24.0,0,2.0,205.96,0,5,1,0,1
1.0,0,2.0,149.08,2,3,1,2,2
0.0,1,0.0,111.18,0,4,1,4,2
20.0,0,3.0,219.57,0,3,0,0,1
26.0,0,10.0,183.81,1,3,0,2,2
0.0,0,2.0,127.72999999999999,2,0,1,3,0
21.0,0,2.0,181.2,1,5,1,2,0
9.0,0,5.0,153.59,1,3,1,4,2
26.0,1,3.0,275.84,1,3,1,1,0
0.0,0,4.0,162.72,1,5,1,2,1
12.0,0,4.0,149.4,0,3,0,4,2
22.0,0,3.0,277.02,0,3,1,1,1
23.0,0,3.0,229.66,1,4,1,0,1
4.0,1,2.0,123.56,2,4,1,3,0
28.0,0,11.0,291.87,1,3,0,5,0
17.0,1,1.0,295.13,1,6,1,5,0
0.0,0,3.0,125.16999999999999,2,4,1,3,1
28.0,0,6.0,184.4,1,5,0,2,1
21.0,1,14.0,262.7,0,3,0,1,1
28.0,0,6.0,184.4,1,5,0,2,0
28.0,1,5.0,179.85,1,3,0,2,1
29.0,0,7.0,232.12,0,4,0,1,0
3.0,0,3.0,192.5,1,1,1,0,1
0.0,1,1.0,110.09,1,3,1,4,2
16.0,0,15.0,313.8,1,4,1,5,1
28.0,1,7.0,163.85,0,3,1,2,0
16.0,1,1.0,175.87,1,5,1,2,1
0.0,0,7.0,141.05,2,5,1,2,2
14.0,0,7.0,192.41,1,5,1,0,2
9.0,1,12.0,313.24,1,5,0,5,2
0.0,1,1.0,130.58,2,1,1,3,0
8.0,0,1.0,170.05,1,4,0,2,1
9.0,1,1.0,201.32,1,4,1,0,0
12.0,0,6.0,182.37,1,3,1,0,1
29.0,0,1.0,272.32,1,3,1,1,1
1.0,1,3.0,162.43,1,6,1,4,1
6.0,0,1.0,145.39,0,3,0,2,1
1.0,0,1.0,168.06,1,3,1,2,1
9.0,0,7.0,170.94,1,1,0,0,1
8.0,0,2.0,144.25,0,3,0,2,2
9.0,1,0.0,118.59,0,0,0,4,2
4.0,0,2.0,141.97,2,4,1,2,1
5.0,0,10.0,232.93,1,4,1,0,1
9.0,0,9.0,234.02999999999997,1,2,1,0,0
1.0,1,11.0,170.99,1,3,0,2,2
9.0,1,2.0,122.75,2,4,1,3,1
4.0,0,4.0,162.61,0,4,1,4,1
13.0,0,11.0,258.41,1,5,1,1,2
6.0,0,8.0,236.58999999999997,1,4,0,0,2
10.0,0,2.0,174.91,1,1,0,0,2
0.0,0,2.0,123.22999999999999,2,0,1,3,1
20.0,0,0.0,296.58,1,4,0,5,1
27.0,0,1.0,207.25,1,3,1,0,0
6.0,1,3.0,152.59,0,3,1,4,1
15.0,0,3.0,162.72,0,3,1,2,1
19.0,1,5.0,182.69,1,3,0,2,2
25.0,0,9.0,299.99,1,4,1,5,1
1.0,0,1.0,148.77,2,3,1,4,1
9.0,0,0.0,120.28999999999999,0,2,0,3,1
3.0,1,6.0,172.23,1,3,1,4,2
19.0,0,9.0,292.92,0,3,1,1,0
9.0,0,1.0,146.78,2,6,1,4,2
26.0,1,3.0,229.64999999999998,0,3,0,1,1
19.0,0,3.0,151.54,1,4,1,4,0
13.0,0,0.0,135.44,0,4,1,3,1
15.0,0,7.0,316.41,1,6,1,5,1
1.0,0,4.0,148.67,2,1,1,4,1
6.0,0,3.0,149.39,2,1,1,4,2
20.0,1,10.0,203.33,1,4,0,0,1
6.0,0,8.0,175.55,1,3,0,2,2
31.0,0,4.0,179.73,0,4,0,2,2
16.0,0,3.0,193.25,1,5,1,2,1
0.0,0,0.0,126.93,2,6,0,3,2
28.0,1,4.0,296.36,1,6,1,5,1
15.0,0,2.0,140.89,2,4,0,2,1
8.0,0,1.0,145.29,0,1,0,4,1
23.0,0,3.0,289.13,1,6,0,1,1
16.0,0,9.0,161.73,0,3,0,4,2
18.0,0,9.0,157.7,1,6,0,2,1
13.0,0,1.0,167.28,0,4,1,2,1
10.0,0,8.0,184.14,1,4,1,2,2
5.0,0,6.0,154.7,1,3,1,2,1
8.0,0,5.0,187.74,1,6,1,2,2
6.0,0,7.0,177.25,0,4,1,2,1
8.0,0,2.0,124.30000000000001,2,4,0,3,1
1.0,0,5.0,169.01,1,3,1,4,1
0.0,1,2.0,123.21000000000001,0,0,1,3,2
10.0,1,2.0,236.02999999999997,0,3,0,0,1
5.0,0,0.0,196.79,1,4,1,2,2
15.0,1,0.0,231.91000000000003,0,3,0,0,1
2.0,1,8.0,193.34,0,4,1,2,1
9.0,1,2.0,120.69999999999999,2,2,0,3,2
13.0,0,8.0,163.77,1,3,0,2,1
9.0,1,11.0,165.86,1,4,1,2,1
9.0,0,8.0,200.96,1,2,0,0,1
0.0,0,0.0,132.3,2,0,1,3,2
19.0,0,2.0,179.91,0,4,1,2,2
0.0,0,1.0,134.24,2,0,1,3,2
18.0,0,7.0,151.54,0,4,0,2,1
2.0,0,0.0,124.50999999999999,2,4,1,3,1
9.0,0,0.0,112.81,0,4,1,4,0
1.0,0,1.0,151.79,1,5,1,4,2
5.0,1,14.0,237.57999999999998,0,4,1,1,2
25.0,1,11.0,265.26,1,4,1,1,1
28.0,0,8.0,268.35,1,4,0,1,2
21.0,0,2.0,181.2,1,5,1,2,1
1.0,0,7.0,136.6,2,6,0,2,2
8.0,0,8.0,209.02999999999997,1,2,1,0,0
18.0,0,0.0,280.61,0,3,0,5,2
10.0,1,9.0,176.42,0,3,1,0,2
13.0,0,3.0,182.36,0,4,0,2,1
10.0,0,8.0,127.93,0,5,1,3,1
2.0,0,5.0,174.36,1,3,1,4,1
1.0,0,3.0,163.94,0,1,1,4,2
3.0,0,8.0,150.14,1,4,0,4,1
7.0,0,3.0,196.19,1,4,1,0,1
1.0,0,8.0,199.46,0,4,0,0,2
1.0,0,3.0,178.24,1,5,0,2,2
9.0,1,10.0,177.04,1,4,0,2,1
29.0,0,5.0,151.62,1,1,1,4,1
1.0,0,4.0,148.67,2,1,1,4,1
25.0,0,0.0,134.82,0,4,1,3,1
8.0,0,8.0,166.46,1,4,1,2,2
9.0,0,9.0,175.98,1,3,1,2,2
10.0,1,8.0,237.44,1,4,0,0,1
25.0,0,0.0,238.26,0,3,0,1,1
16.0,0,1.0,164.68,1,4,1,4,2
3.0,0,10.0,170.54,0,4,1,2,2
11.0,0,2.0,166.07,1,6,0,2,2
2.0,0,3.0,221.69,0,4,1,1,1
1.0,1,8.0,146.19,2,6,1,4,0
14.0,0,6.0,291.41,1,6,1,5,1
14.0,0,4.0,193.52,1,2,0,2,1
19.0,0,9.0,161.97,1,6,1,2,0
1.0,0,3.0,153.86,1,4,0,4,1
18.0,0,2.0,126.53999999999999,2,4,1,3,0
13.0,0,4.0,192.82,0,4,1,2,2
1.0,0,1.0,137.32,2,4,1,4,2
12.0,0,3.0,220.31,1,5,0,1,1
2.0,0,6.0,191.74,0,4,0,2,0
1.0,0,3.0,152.73,1,3,1,4,1
14.0,0,11.0,294.19,0,3,1,5,1
0.0,1,0.0,124.03999999999999,2,4,0,3,2
1.0,1,1.0,143.59,0,3,0,4,2
9.0,0,0.0,121.07,0,4,1,3,1
14.0,0,4.0,189.38,1,4,1,2,1
1.0,1,5.0,174.07,1,6,0,2,1
5.0,0,9.0,193.12,1,3,0,2,2
2.0,1,3.0,152.03,0,4,1,4,1
4.0,1,8.0,239.16000000000003,1,4,0,0,1
3.0,0,6.0,246.69,0,4,1,1,1
3.0,0,7.0,171.4,1,5,1,0,1
15.0,0,9.0,149.51,1,4,1,4,1
10.0,0,7.0,188.34,0,3,1,0,1
8.0,0,3.0,157.94,1,4,0,4,1
10.0,1,4.0,142.84,2,3,1,2,1
6.0,0,8.0,159.68,0,4,1,2,1
3.0,0,3.0,137.61,0,4,1,4,1
18.0,0,8.0,188.65,0,3,0,0,2
1.0,1,3.0,162.3,1,4,1,4,2
6.0,0,0.0,274.44,0,4,1,1,2
20.0,0,9.0,312.89,1,5,0,5,0
9.0,0,9.0,168.12,1,5,1,2,2
22.0,0,3.0,291.61,0,4,1,5,1
12.0,1,8.0,208.8,0,3,0,0,2
7.0,0,0.0,145.05,2,4,0,2,1
5.0,0,1.0,146.07,0,4,1,4,1
16.0,0,1.0,208.2,0,4,0,0,1
0.0,1,0.0,123.19,2,4,0,3,0
4.0,0,1.0,145.18,2,4,1,4,2
0.0,0,0.0,147.77,2,3,0,2,0
9.0,0,8.0,197.38,0,2,0,0,1
24.0,0,0.0,127.22999999999999,2,4,1,3,1
1.0,0,7.0,153.67,1,3,1,4,2
23.0,0,11.0,232.69,1,4,0,0,1
0.0,0,10.0,173.36,1,4,0,0,0
5.0,0,3.0,127.94,0,4,1,3,0
16.0,0,1.0,180.38,1,3,1,2,1
5.0,0,4.0,130.38,2,4,1,3,2
6.0,0,9.0,178.96,1,5,1,2,2
4.0,1,4.0,165.83,1,3,0,2,1
0.0,0,7.0,152.96,1,4,1,2,0
0.0,0,0.0,111.02000000000001,1,4,1,4,2
12.0,1,3.0,168.17,1,1,0,2,2
1.0,0,3.0,151.1,0,3,1,4,2
9.0,0,3.0,145.14,2,5,0,4,1
4.0,0,2.0,154.76,1,4,0,2,1
11.0,0,8.0,144.4,2,4,1,2,1
3.0,0,2.0,160.91,1,4,0,2,2
7.0,0,6.0,286.84,1,3,0,1,1
5.0,0,8.0,179.6,1,3,1,2,1
30.0,0,1.0,178.8,1,5,0,2,1
1.0,0,1.0,150.64,1,1,1,4,2
6.0,1,15.0,262.58,0,4,1,1,2
8.0,0,2.0,125.06,2,4,0,3,2
18.0,1,8.0,236.95,1,5,1,1,2
0.0,1,1.0,123.88999999999999,2,0,1,3,2
31.0,0,1.0,233.82999999999998,1,3,1,0,1
12.0,0,0.0,152.95,1,3,1,2,1
6.0,0,3.0,158.12,1,6,0,4,1
14.0,0,7.0,183.92,1,5,1,0,1
1.0,0,3.0,229.0,1,3,1,0,0
11.0,1,3.0,261.03,0,3,0,0,1
12.0,0,3.0,167.82,0,4,1,2,2
12.0,0,3.0,182.45,1,4,1,2,1
30.0,1,0.0,133.46,2,0,0,3,0
26.0,0,8.0,242.75,1,4,0,1,2
13.0,0,3.0,209.32,0,6,1,0,1
0.0,0,0.0,129.56,2,6,1,3,1
15.0,1,3.0,185.32,1,3,1,2,2
4.0,0,3.0,163.33,1,4,1,4,0
8.0,0,3.0,169.04,1,3,1,2,1
26.0,0,10.0,324.99,1,4,1,5,0
4.0,0,8.0,162.48,1,3,1,4,1
7.0,0,0.0,129.72,2,0,1,3,2
13.0,0,5.0,177.04,1,4,0,2,1
0.0,1,2.0,134.41,2,1,1,3,2
8.0,0,3.0,172.24,0,4,1,2,1
4.0,0,7.0,154.6,1,3,1,2,1
6.0,0,3.0,147.69,2,3,1,4,1
9.0,0,11.0,154.06,0,5,1,2,1
19.0,0,3.0,290.81,1,4,1,5,1
25.0,0,0.0,238.26,0,3,0,1,0
23.0,0,1.0,278.79,1,4,1,1,2
13.0,0,12.0,280.41,1,4,0,5,1
17.0,1,10.0,285.64,1,5,0,1,0
9.0,0,3.0,146.94,0,3,1,4,1
1.0,0,3.0,160.05,1,3,1,4,2
7.0,0,3.0,161.42,1,3,0,2,2
6.0,0,4.0,155.05,1,3,1,2,1
1.0,0,3.0,148.98,0,4,1,2,2
10.0,0,0.0,129.73,0,0,0,3,1
2.0,0,5.0,157.01,1,4,1,4,0
26.0,0,2.0,248.51999999999998,1,3,1,1,1
6.0,0,8.0,178.09,0,4,1,2,1
9.0,1,7.0,121.19,2,6,1,3,0
10.0,1,3.0,151.44,1,4,1,4,2
14.0,1,3.0,154.67,0,4,0,2,1
11.0,1,3.0,215.10000000000002,1,4,1,0,1
0.0,1,7.0,158.13,1,4,1,2,2
15.0,0,3.0,214.38,1,4,1,2,1
6.0,0,6.0,127.56,2,0,0,3,0
0.0,0,2.0,127.83000000000001,2,0,0,3,2
0.0,0,2.0,135.05,2,3,1,3,2
10.0,0,9.0,181.74,0,4,0,2,1
1.0,0,3.0,165.31,1,3,1,4,1
2.0,1,5.0,147.23,2,3,1,4,2
16.0,0,8.0,168.32,0,4,1,2,2
7.0,0,2.0,151.22,1,3,0,4,0
10.0,0,2.0,236.64,1,3,1,0,2
28.0,0,13.0,295.86,1,5,1,5,1
12.0,0,1.0,190.53,1,4,1,2,1
0.0,0,3.0,129.6,2,0,1,3,2
0.0,1,2.0,123.22999999999999,0,5,0,3,2
0.0,0,2.0,148.98,2,4,0,2,1
4.0,0,0.0,164.1,1,6,1,2,1
5.0,0,3.0,165.24,0,4,1,2,0
6.0,0,3.0,217.04,1,5,1,2,1
4.0,0,4.0,152.38,0,1,0,2,2
8.0,0,0.0,142.86,0,4,0,2,1
10.0,0,1.0,141.07,2,6,0,2,2
5.0,0,6.0,130.68,0,4,1,3,2
2.0,0,3.0,139.04,2,3,1,4,2
1.0,1,5.0,178.04,0,5,1,2,2
